gene_id	switch_sig	visibility_kw	visibility_deseq2	visibility_edger
ENSG00000232774.7	True	visible	visible	visible
ENSG00000231607.10	False	gene_only	gene_only	gene_only
ENSG00000149656.8	False	gene_only	gene_only	gene_only
ENSG00000161149.12	False	gene_only	gene_only	gene_only
ENSG00000232527.7	True	visible	visible	visible
ENSG00000163364.9	False	gene_only	gene_only	gene_only
ENSG00000215241.3	False	gene_only	gene_only	gene_only
ENSG00000170161.6	False	none	gene_only	gene_only
ENSG00000170846.16	True	visible	visible	visible
ENSG00000172965.14	True	visible	visible	visible
ENSG00000174171.5	False	gene_only	gene_only	gene_only
ENSG00000272752.6	False	gene_only	gene_only	gene_only
ENSG00000179136.6	False	gene_only	gene_only	gene_only
ENSG00000179523.4	False	gene_only	gene_only	gene_only
ENSG00000176593.7	False	gene_only	gene_only	gene_only
ENSG00000177738.3	True	visible	visible	visible
ENSG00000177337.7	True	visible	visible	visible
ENSG00000176840.11	False	gene_only	gene_only	gene_only
ENSG00000180769.8	True	visible	visible	visible
ENSG00000177406.4	False	gene_only	gene_only	gene_only
ENSG00000177133.10	False	gene_only	gene_only	gene_only
ENSG00000175611.11	True	visible	visible	visible
ENSG00000214184.3	False	none	gene_only	gene_only
ENSG00000242791.2	False	none	gene_only	gene_only
ENSG00000176912.3	False	gene_only	gene_only	gene_only
ENSG00000176728.7	True	visible	silent	visible
ENSG00000178803.10	False	gene_only	gene_only	gene_only
ENSG00000177410.12	True	visible	visible	visible
ENSG00000185837.3	True	visible	visible	visible
ENSG00000183250.11	False	none	gene_only	gene_only
ENSG00000170919.15	True	visible	visible	visible
ENSG00000185847.7	False	none	gene_only	gene_only
ENSG00000182109.7	True	visible	visible	visible
ENSG00000222041.10	True	visible	visible	visible
ENSG00000185168.5	False	none	gene_only	gene_only
ENSG00000183308.6	False	none	gene_only	gene_only
ENSG00000189223.14	True	visible	visible	visible
ENSG00000182648.11	True	visible	visible	visible
ENSG00000182873.5	False	gene_only	gene_only	gene_only
ENSG00000186594.14	True	visible	visible	visible
ENSG00000186615.10	True	visible	visible	visible
ENSG00000228463.9	False	gene_only	gene_only	gene_only
ENSG00000249087.6	True	visible	visible	visible
ENSG00000204588.5	False	none	gene_only	gene_only
ENSG00000270580.5	False	gene_only	gene_only	gene_only
ENSG00000188185.11	False	gene_only	gene_only	gene_only
ENSG00000188825.13	False	gene_only	gene_only	gene_only
ENSG00000188242.4	False	gene_only	gene_only	gene_only
ENSG00000188511.12	False	gene_only	gene_only	gene_only
ENSG00000232110.7	False	gene_only	gene_only	gene_only
ENSG00000196167.9	True	visible	visible	visible
ENSG00000196295.11	True	visible	visible	visible
ENSG00000198468.7	True	silent	visible	visible
ENSG00000197934.8	False	none	gene_only	gene_only
ENSG00000236882.7	True	visible	visible	visible
ENSG00000174365.19	True	visible	visible	visible
ENSG00000198221.8	False	none	gene_only	gene_only
ENSG00000182165.17	True	visible	visible	visible
ENSG00000251301.6	True	visible	visible	visible
ENSG00000197182.14	True	visible	visible	visible
ENSG00000242687.2	False	gene_only	gene_only	gene_only
ENSG00000256925.2	True	silent	visible	visible
ENSG00000234222.6	False	none	none	none
ENSG00000203279.3	False	gene_only	gene_only	gene_only
ENSG00000228010.5	True	visible	visible	visible
ENSG00000231312.6	True	visible	visible	visible
ENSG00000249684.5	False	gene_only	gene_only	gene_only
ENSG00000179818.13	True	visible	visible	visible
ENSG00000240401.8	True	silent	visible	visible
ENSG00000203506.5	False	none	gene_only	gene_only
ENSG00000234912.11	True	visible	visible	visible
ENSG00000235257.8	False	gene_only	gene_only	gene_only
ENSG00000223482.7	True	visible	visible	visible
ENSG00000146521.9	False	gene_only	gene_only	gene_only
ENSG00000225511.6	False	gene_only	gene_only	gene_only
ENSG00000233452.6	True	visible	visible	visible
ENSG00000213057.5	True	visible	visible	visible
ENSG00000203739.3	False	gene_only	gene_only	gene_only
ENSG00000203808.10	False	gene_only	gene_only	gene_only
ENSG00000203865.9	False	gene_only	gene_only	gene_only
ENSG00000203875.10	True	visible	visible	visible
ENSG00000203876.9	True	visible	visible	visible
ENSG00000174407.13	False	gene_only	gene_only	gene_only
ENSG00000203930.10	True	visible	visible	visible
ENSG00000203987.2	False	gene_only	gene_only	gene_only
ENSG00000203993.4	False	gene_only	gene_only	gene_only
ENSG00000203999.8	False	none	gene_only	gene_only
ENSG00000226711.6	False	gene_only	gene_only	gene_only
ENSG00000204055.4	False	gene_only	gene_only	gene_only
ENSG00000125804.13	False	gene_only	gene_only	gene_only
ENSG00000204706.14	False	none	gene_only	gene_only
ENSG00000204792.2	True	silent	silent	visible
ENSG00000204802.3	False	none	none	none
ENSG00000204860.4	False	gene_only	gene_only	gene_only
ENSG00000204929.12	True	silent	visible	visible
ENSG00000168405.15	True	visible	visible	visible
ENSG00000205037.2	True	visible	visible	visible
ENSG00000205181.5	False	gene_only	gene_only	gene_only
ENSG00000120664.10	False	none	gene_only	gene_only
ENSG00000234449.2	False	gene_only	gene_only	gene_only
ENSG00000237945.7	False	gene_only	gene_only	gene_only
ENSG00000205696.4	False	gene_only	gene_only	gene_only
ENSG00000205740.2	False	none	none	none
ENSG00000248932.5	False	gene_only	gene_only	gene_only
ENSG00000205885.7	False	gene_only	gene_only	gene_only
ENSG00000237975.6	False	none	gene_only	gene_only
ENSG00000205913.6	False	gene_only	gene_only	gene_only
ENSG00000205930.8	False	none	none	none
ENSG00000206187.3	False	none	gene_only	gene_only
ENSG00000206195.10	False	none	gene_only	gene_only
ENSG00000206417.8	True	visible	visible	visible
ENSG00000206567.9	False	none	gene_only	gene_only
ENSG00000203288.3	False	gene_only	gene_only	gene_only
ENSG00000224043.7	True	visible	visible	visible
ENSG00000233175.2	True	visible	visible	visible
ENSG00000247498.9	False	gene_only	gene_only	gene_only
ENSG00000227540.1	True	visible	visible	visible
ENSG00000177335.10	True	visible	visible	visible
ENSG00000224281.4	True	silent	visible	visible
ENSG00000220575.7	False	gene_only	gene_only	gene_only
ENSG00000236432.7	False	none	gene_only	gene_only
ENSG00000213963.6	False	gene_only	gene_only	gene_only
ENSG00000232807.2	False	gene_only	gene_only	gene_only
ENSG00000214049.6	False	none	gene_only	gene_only
ENSG00000214106.7	True	visible	visible	visible
ENSG00000214293.8	True	visible	visible	visible
ENSG00000214353.7	False	none	gene_only	gene_only
ENSG00000214401.4	True	silent	visible	visible
ENSG00000214548.14	True	visible	visible	visible
ENSG00000236200.5	False	gene_only	gene_only	gene_only
ENSG00000214719.11	False	gene_only	gene_only	gene_only
ENSG00000214900.9	True	visible	visible	visible
ENSG00000214922.9	True	visible	visible	visible
ENSG00000186960.10	True	visible	visible	visible
ENSG00000215022.7	False	none	gene_only	gene_only
ENSG00000215039.6	True	visible	visible	visible
ENSG00000215067.9	True	visible	visible	visible
ENSG00000215068.7	True	visible	visible	visible
ENSG00000215256.3	True	visible	visible	visible
ENSG00000215386.11	True	visible	visible	visible
ENSG00000215447.7	False	gene_only	gene_only	gene_only
ENSG00000215483.9	True	visible	visible	visible
ENSG00000242349.5	False	gene_only	gene_only	gene_only
ENSG00000215859.8	False	gene_only	gene_only	gene_only
ENSG00000215866.7	False	gene_only	gene_only	gene_only
ENSG00000216895.9	True	visible	visible	visible
ENSG00000218416.4	False	none	gene_only	gene_only
ENSG00000219665.8	True	visible	visible	visible
ENSG00000221819.5	False	gene_only	gene_only	gene_only
ENSG00000186235.10	False	gene_only	gene_only	gene_only
ENSG00000222020.2	True	visible	visible	visible
ENSG00000231742.5	False	none	gene_only	gene_only
ENSG00000224429.7	False	gene_only	gene_only	gene_only
ENSG00000234494.7	False	gene_only	gene_only	gene_only
ENSG00000232442.1	True	visible	visible	visible
ENSG00000230387.2	False	none	gene_only	gene_only
ENSG00000226950.6	True	visible	visible	visible
ENSG00000223745.7	True	visible	visible	visible
ENSG00000225331.1	False	gene_only	gene_only	gene_only
ENSG00000229956.10	True	silent	visible	visible
ENSG00000231170.5	True	visible	visible	visible
ENSG00000226644.5	False	none	gene_only	gene_only
ENSG00000130600.17	True	visible	visible	visible
ENSG00000234741.7	True	visible	visible	visible
ENSG00000229891.1	False	gene_only	gene_only	gene_only
ENSG00000228274.3	False	gene_only	gene_only	gene_only
ENSG00000229847.8	False	gene_only	gene_only	gene_only
ENSG00000179406.7	False	gene_only	gene_only	gene_only
ENSG00000204261.8	False	gene_only	gene_only	gene_only
ENSG00000237491.8	False	gene_only	gene_only	gene_only
ENSG00000225194.2	False	gene_only	gene_only	gene_only
ENSG00000204054.13	True	visible	visible	visible
ENSG00000224424.7	False	gene_only	gene_only	gene_only
ENSG00000231609.5	False	gene_only	gene_only	gene_only
ENSG00000230091.6	False	none	gene_only	gene_only
ENSG00000226308.1	False	none	gene_only	gene_only
ENSG00000223949.6	False	gene_only	gene_only	gene_only
ENSG00000237950.1	False	none	gene_only	gene_only
ENSG00000232931.5	False	gene_only	gene_only	gene_only
ENSG00000174403.15	False	gene_only	gene_only	gene_only
ENSG00000179935.9	False	gene_only	gene_only	gene_only
ENSG00000233895.1	False	none	gene_only	gene_only
ENSG00000234546.3	False	gene_only	gene_only	gene_only
ENSG00000234899.9	True	visible	visible	visible
ENSG00000223969.5	True	visible	visible	visible
ENSG00000231074.8	True	visible	visible	visible
ENSG00000235092.5	True	visible	visible	visible
ENSG00000232677.6	True	visible	visible	visible
ENSG00000234072.1	False	gene_only	gene_only	gene_only
ENSG00000225342.2	False	gene_only	gene_only	gene_only
ENSG00000225518.2	False	gene_only	gene_only	gene_only
ENSG00000228878.7	False	gene_only	gene_only	gene_only
ENSG00000241769.7	False	gene_only	gene_only	gene_only
ENSG00000237232.7	False	none	gene_only	gene_only
ENSG00000230185.4	False	none	gene_only	gene_only
ENSG00000237737.5	False	gene_only	gene_only	gene_only
ENSG00000225889.7	False	gene_only	gene_only	gene_only
ENSG00000231871.5	False	gene_only	gene_only	gene_only
ENSG00000225265.1	True	visible	visible	visible
ENSG00000235703.5	True	silent	visible	visible
ENSG00000234327.7	True	visible	visible	visible
ENSG00000233639.5	True	visible	visible	visible
ENSG00000234690.6	False	gene_only	gene_only	gene_only
ENSG00000224032.6	True	visible	visible	visible
ENSG00000226419.7	True	visible	visible	visible
ENSG00000242628.5	False	gene_only	gene_only	gene_only
ENSG00000236423.5	False	none	gene_only	gene_only
ENSG00000224597.9	True	visible	visible	visible
ENSG00000237883.1	False	gene_only	gene_only	gene_only
ENSG00000227028.6	True	silent	visible	visible
ENSG00000237413.5	False	gene_only	gene_only	gene_only
ENSG00000231365.5	False	gene_only	gene_only	gene_only
ENSG00000235770.5	False	gene_only	gene_only	gene_only
ENSG00000231013.1	False	none	gene_only	gene_only
ENSG00000228798.1	False	none	gene_only	gene_only
ENSG00000225206.8	False	none	gene_only	gene_only
ENSG00000229043.2	False	gene_only	gene_only	gene_only
ENSG00000196756.11	True	visible	visible	visible
ENSG00000238276.5	False	none	gene_only	gene_only
ENSG00000224272.2	False	none	gene_only	gene_only
ENSG00000232973.11	False	gene_only	gene_only	gene_only
ENSG00000236830.6	False	gene_only	gene_only	gene_only
ENSG00000236859.6	True	visible	visible	visible
ENSG00000233237.6	True	silent	visible	visible
ENSG00000233008.5	True	silent	visible	visible
ENSG00000224660.1	False	gene_only	gene_only	gene_only
ENSG00000242125.3	True	visible	visible	visible
ENSG00000225554.1	False	gene_only	gene_only	gene_only
ENSG00000226688.6	True	visible	visible	visible
ENSG00000229656.6	False	none	gene_only	gene_only
ENSG00000224078.13	True	visible	visible	visible
ENSG00000226674.8	False	none	gene_only	gene_only
ENSG00000225470.7	True	visible	visible	visible
ENSG00000233016.6	True	visible	visible	visible
ENSG00000231185.6	False	none	gene_only	gene_only
ENSG00000228109.1	True	visible	visible	visible
ENSG00000234753.5	True	silent	visible	visible
ENSG00000213742.6	True	visible	visible	visible
ENSG00000236780.5	True	silent	visible	visible
ENSG00000235597.1	False	gene_only	gene_only	gene_only
ENSG00000237654.5	False	none	gene_only	gene_only
ENSG00000225746.9	True	visible	visible	visible
ENSG00000281404.1	False	none	gene_only	gene_only
ENSG00000242086.8	True	visible	visible	visible
ENSG00000215424.9	False	gene_only	gene_only	gene_only
ENSG00000225377.5	True	visible	visible	visible
ENSG00000177640.15	True	visible	visible	visible
ENSG00000227543.4	False	gene_only	gene_only	gene_only
ENSG00000229694.6	True	visible	visible	visible
ENSG00000223749.9	False	gene_only	gene_only	gene_only
ENSG00000234456.7	True	visible	visible	visible
ENSG00000228192.7	False	gene_only	gene_only	gene_only
ENSG00000236283.4	False	none	gene_only	gene_only
ENSG00000226312.7	False	none	gene_only	gene_only
ENSG00000227070.1	False	none	gene_only	gene_only
ENSG00000235903.7	True	visible	visible	visible
ENSG00000233223.2	True	visible	visible	visible
ENSG00000227218.7	False	none	gene_only	gene_only
ENSG00000230212.6	False	none	gene_only	gene_only
ENSG00000237484.5	False	none	gene_only	gene_only
ENSG00000231057.3	False	none	gene_only	gene_only
ENSG00000223960.6	False	gene_only	gene_only	gene_only
ENSG00000237773.5	True	visible	visible	visible
ENSG00000228794.8	False	gene_only	gene_only	gene_only
ENSG00000232613.6	False	none	gene_only	gene_only
ENSG00000237870.6	False	gene_only	gene_only	gene_only
ENSG00000236540.7	True	visible	visible	visible
ENSG00000237126.8	False	gene_only	gene_only	gene_only
ENSG00000223884.5	True	silent	visible	visible
ENSG00000234678.1	False	gene_only	gene_only	gene_only
ENSG00000231999.6	True	visible	visible	visible
ENSG00000225383.7	True	visible	visible	visible
ENSG00000228649.8	False	gene_only	gene_only	gene_only
ENSG00000232520.1	False	gene_only	gene_only	gene_only
ENSG00000225670.4	False	none	gene_only	gene_only
ENSG00000224897.6	False	none	gene_only	gene_only
ENSG00000226891.7	False	gene_only	gene_only	gene_only
ENSG00000224116.6	False	gene_only	gene_only	gene_only
ENSG00000225742.5	False	none	gene_only	gene_only
ENSG00000230417.11	True	visible	visible	visible
ENSG00000226696.5	True	visible	visible	visible
ENSG00000225205.5	False	none	gene_only	gene_only
ENSG00000227456.7	False	gene_only	gene_only	gene_only
ENSG00000225953.2	True	silent	visible	visible
ENSG00000241990.5	True	visible	visible	visible
ENSG00000237940.3	False	none	gene_only	gene_only
ENSG00000236753.5	False	gene_only	gene_only	gene_only
ENSG00000233461.5	True	visible	visible	visible
ENSG00000229980.4	True	visible	visible	visible
ENSG00000229807.10	True	silent	silent	visible
ENSG00000234281.5	True	silent	visible	visible
ENSG00000223546.6	False	none	gene_only	gene_only
ENSG00000226051.6	True	visible	visible	visible
ENSG00000231407.5	True	visible	visible	visible
ENSG00000242282.6	True	visible	visible	visible
ENSG00000227533.5	False	gene_only	gene_only	gene_only
ENSG00000224924.6	False	gene_only	gene_only	gene_only
ENSG00000218510.6	True	visible	visible	visible
ENSG00000235314.1	False	gene_only	gene_only	gene_only
ENSG00000236404.8	True	visible	visible	visible
ENSG00000238164.6	False	gene_only	gene_only	gene_only
ENSG00000238142.1	True	visible	visible	visible
ENSG00000234722.3	False	gene_only	gene_only	gene_only
ENSG00000225472.1	False	gene_only	gene_only	gene_only
ENSG00000231721.6	True	visible	visible	visible
ENSG00000226853.2	False	gene_only	gene_only	gene_only
ENSG00000233864.7	True	silent	visible	visible
ENSG00000244625.5	False	gene_only	gene_only	gene_only
ENSG00000228288.6	False	none	gene_only	gene_only
ENSG00000233937.6	False	gene_only	gene_only	gene_only
ENSG00000237037.9	True	visible	visible	visible
ENSG00000235954.6	True	visible	visible	visible
ENSG00000224177.6	False	gene_only	gene_only	gene_only
ENSG00000212978.6	False	gene_only	gene_only	gene_only
ENSG00000233230.1	False	gene_only	gene_only	gene_only
ENSG00000225733.5	True	visible	visible	visible
ENSG00000231920.1	True	silent	visible	visible
ENSG00000224958.5	True	visible	visible	visible
ENSG00000237298.9	True	visible	visible	visible
ENSG00000173811.10	False	none	gene_only	gene_only
ENSG00000233392.5	False	none	gene_only	gene_only
ENSG00000230798.5	True	visible	visible	visible
ENSG00000233521.5	False	none	gene_only	gene_only
ENSG00000272734.1	False	gene_only	gene_only	gene_only
ENSG00000226471.6	True	visible	visible	visible
ENSG00000233117.2	True	visible	visible	visible
ENSG00000235535.7	True	visible	visible	visible
ENSG00000226380.9	False	none	gene_only	gene_only
ENSG00000238005.2	True	silent	visible	visible
ENSG00000237928.5	True	silent	visible	visible
ENSG00000226266.6	False	gene_only	gene_only	gene_only
ENSG00000270087.5	False	none	gene_only	gene_only
ENSG00000224870.6	True	visible	visible	visible
ENSG00000236013.5	False	gene_only	gene_only	gene_only
ENSG00000232310.6	True	visible	visible	visible
ENSG00000223387.6	False	none	gene_only	gene_only
ENSG00000230590.8	True	visible	visible	visible
ENSG00000228203.6	False	none	gene_only	gene_only
ENSG00000225683.5	False	gene_only	gene_only	gene_only
ENSG00000225083.1	False	gene_only	gene_only	gene_only
ENSG00000238217.5	False	none	gene_only	gene_only
ENSG00000227953.6	True	visible	visible	visible
ENSG00000236502.1	False	gene_only	gene_only	gene_only
ENSG00000225465.8	False	gene_only	gene_only	gene_only
ENSG00000224023.10	True	visible	visible	visible
ENSG00000226822.2	False	gene_only	gene_only	gene_only
ENSG00000231770.5	False	gene_only	gene_only	gene_only
ENSG00000228265.5	True	visible	visible	visible
ENSG00000237819.5	False	gene_only	gene_only	gene_only
ENSG00000225484.6	True	visible	visible	visible
ENSG00000236017.8	False	gene_only	gene_only	gene_only
ENSG00000231890.7	False	none	gene_only	gene_only
ENSG00000226026.5	False	gene_only	gene_only	gene_only
ENSG00000239665.8	True	visible	visible	visible
ENSG00000226791.6	False	gene_only	gene_only	gene_only
ENSG00000250303.3	True	visible	visible	visible
ENSG00000234380.1	False	gene_only	gene_only	gene_only
ENSG00000244558.5	True	visible	visible	visible
ENSG00000229017.6	False	none	gene_only	gene_only
ENSG00000230910.2	False	gene_only	gene_only	gene_only
ENSG00000227373.5	True	silent	visible	visible
ENSG00000226091.7	True	visible	visible	visible
ENSG00000259974.2	False	gene_only	gene_only	gene_only
ENSG00000224843.6	True	silent	visible	visible
ENSG00000227110.6	False	gene_only	gene_only	gene_only
ENSG00000229267.2	False	gene_only	gene_only	gene_only
ENSG00000236671.7	True	silent	visible	visible
ENSG00000235033.7	False	none	gene_only	gene_only
ENSG00000236255.1	True	visible	visible	visible
ENSG00000228106.5	True	visible	visible	visible
ENSG00000232656.7	False	gene_only	gene_only	gene_only
ENSG00000226434.1	False	none	gene_only	gene_only
ENSG00000233483.2	True	visible	visible	visible
ENSG00000227946.1	False	gene_only	gene_only	gene_only
ENSG00000228857.2	False	none	gene_only	gene_only
ENSG00000226007.2	True	silent	visible	visible
ENSG00000231889.7	True	visible	visible	visible
ENSG00000214870.8	False	gene_only	gene_only	gene_only
ENSG00000229388.1	False	gene_only	gene_only	gene_only
ENSG00000231683.6	False	gene_only	gene_only	gene_only
ENSG00000224957.5	False	gene_only	gene_only	gene_only
ENSG00000223797.5	True	visible	visible	visible
ENSG00000273018.5	True	visible	visible	visible
ENSG00000230102.7	False	none	gene_only	gene_only
ENSG00000245556.2	False	gene_only	gene_only	gene_only
ENSG00000224397.5	True	visible	visible	visible
ENSG00000238057.8	False	none	gene_only	gene_only
ENSG00000230333.6	False	none	gene_only	gene_only
ENSG00000227906.7	False	gene_only	gene_only	gene_only
ENSG00000231768.1	False	none	gene_only	gene_only
ENSG00000228340.5	False	gene_only	gene_only	gene_only
ENSG00000236673.5	False	gene_only	gene_only	gene_only
ENSG00000229852.2	True	visible	visible	visible
ENSG00000231028.8	False	none	gene_only	gene_only
ENSG00000231711.2	False	gene_only	gene_only	gene_only
ENSG00000229153.5	True	silent	visible	visible
ENSG00000228302.2	False	gene_only	gene_only	gene_only
ENSG00000230844.2	False	gene_only	gene_only	gene_only
ENSG00000240240.8	False	none	gene_only	gene_only
ENSG00000224165.5	True	visible	visible	visible
ENSG00000283913.1	False	none	gene_only	gene_only
ENSG00000228624.7	True	visible	visible	visible
ENSG00000224167.1	False	none	gene_only	gene_only
ENSG00000237686.6	False	gene_only	gene_only	gene_only
ENSG00000236922.9	False	none	gene_only	gene_only
ENSG00000214783.9	False	gene_only	gene_only	gene_only
ENSG00000232940.5	False	gene_only	gene_only	gene_only
ENSG00000234810.2	True	visible	visible	visible
ENSG00000230442.5	False	gene_only	gene_only	gene_only
ENSG00000228315.11	True	visible	visible	visible
ENSG00000233723.7	False	gene_only	gene_only	gene_only
ENSG00000249790.2	False	none	gene_only	gene_only
ENSG00000236120.6	False	gene_only	gene_only	gene_only
ENSG00000221817.9	False	gene_only	gene_only	gene_only
