gene_id	n_isoforms	n_valid_tissues	lnc_isi
ENSG00000238197.5	3	3	0.16635346590020245
ENSG00000225595.2	2	6	0.0
ENSG00000237188.3	3	9	0.3912481519611846
ENSG00000233705.6	7	2	0.07015377743556878
ENSG00000231908.1	2	9	0.09132094334779065
ENSG00000274020.2	9	9	0.5014019578685646
ENSG00000241764.3	3	9	0.07017211289017299
ENSG00000226403.1	2	6	0.013008526385412916
ENSG00000236947.5	2	3	0.059448872945725775
ENSG00000232406.6	2	3	0.057556753594304594
ENSG00000235513.1	2	8	0.009682726262806054
ENSG00000250608.1	4	6	0.18134361210503103
ENSG00000227039.6	2	2	0.0034175034905336685
ENSG00000227591.5	2	6	0.42613147804617624
ENSG00000227053.1	2	5	0.37569705357131855
ENSG00000277631.4	5	4	0.13749229514083158
ENSG00000232645.5	3	6	0.30911340105542173
ENSG00000234350.4	4	4	0.02990328933956313
ENSG00000226200.6	2	8	0.006200494546266594
ENSG00000228651.1	2	2	0.01806298544549075
ENSG00000225855.6	4	9	0.21878270961396745
ENSG00000225489.6	4	3	0.08898202723314207
ENSG00000232977.6	3	3	0.07154087850447408
ENSG00000228863.8	5	2	0.05982396997459623
ENSG00000228408.6	3	3	0.036886533987250114
ENSG00000267532.5	2	9	0.05330213198829042
ENSG00000224699.8	29	9	0.6565295075257381
ENSG00000272168.6	8	7	0.29520316808864183
ENSG00000237372.2	2	3	0.10803153410814524
ENSG00000223414.2	5	2	0.005305700069847913
ENSG00000227258.5	3	7	0.5600171961182671
ENSG00000236144.6	5	5	0.11014270230314546
ENSG00000224318.5	3	4	0.02860085564721777
ENSG00000244041.7	3	8	0.284893530106006
ENSG00000228393.3	2	8	0.4406645787735356
ENSG00000237943.6	10	6	0.09386908392859872
ENSG00000229619.3	2	8	0.008986596006233603
ENSG00000225778.5	2	6	0.03197729100420771
ENSG00000237310.1	2	9	0.009497005055985004
ENSG00000234684.6	5	9	0.08962720246155832
ENSG00000233184.6	5	9	0.04731794521869288
ENSG00000233178.7	6	8	0.23059595799545043
ENSG00000237512.6	2	6	0.32656982544758406
ENSG00000215481.9	2	2	0.03839744413153283
ENSG00000145063.14	5	2	0.1013744458629704
ENSG00000234520.5	2	3	0.003490219291005551
ENSG00000232671.5	2	7	0.049976066495336556
ENSG00000231133.6	2	3	0.003480949536030843
ENSG00000163597.14	8	9	0.13385941166973508
ENSG00000281398.2	8	4	0.11744125528637192
ENSG00000233527.8	4	9	0.17280809835017485
ENSG00000229425.2	10	3	0.6656520049807966
ENSG00000235978.6	6	3	0.31585464846168043
ENSG00000231113.2	2	5	0.01686252764191639
ENSG00000227954.6	7	3	0.4200895476283335
ENSG00000225792.1	2	5	0.04897245652025971
ENSG00000227165.7	6	2	0.1486108996149909
ENSG00000229116.2	2	7	0.009321682066021807
ENSG00000235652.7	11	8	0.3344681080954258
ENSG00000232354.8	9	2	0.08359797432439917
ENSG00000234949.2	2	2	0.012077678287762496
ENSG00000235919.4	2	9	0.024815972017266194
ENSG00000233396.7	5	9	0.15430542359087646
ENSG00000227634.2	2	2	0.0247423674356707
ENSG00000225791.6	3	9	0.049313024993758364
ENSG00000270604.5	2	2	0.012614140281313581
ENSG00000227036.6	14	4	0.37247237024087065
ENSG00000237938.5	3	2	0.023475403255401508
ENSG00000233006.6	4	8	0.1525414235794187
ENSG00000225963.7	7	2	0.06458863002964943
ENSG00000231731.7	15	5	0.2596623836711125
ENSG00000233672.6	9	3	0.20611110544096994
ENSG00000225361.3	3	4	0.028350354172083266
ENSG00000240350.2	2	3	0.0022357455249603893
ENSG00000227455.2	2	2	0.0168704455247052
ENSG00000235979.8	9	2	0.32735332106704434
ENSG00000227354.6	4	9	0.08694493303338527
ENSG00000231856.2	2	6	0.06498118122642475
ENSG00000228812.7	4	6	0.11876191027259947
ENSG00000250903.8	16	9	0.22711106420808813
ENSG00000213904.8	8	8	0.18542982268115138
ENSG00000235560.3	2	9	0.018413903278268084
ENSG00000180539.7	2	4	0.005577944340285398
ENSG00000235531.9	9	6	0.14370993571390767
ENSG00000225655.5	2	2	0.3288725876899102
ENSG00000228775.7	8	2	0.09240292996934031
ENSG00000240086.5	3	2	0.05972370623415502
ENSG00000271147.7	9	9	0.21048703293897886
ENSG00000175061.17	29	9	0.14531707187210122
ENSG00000243176.5	5	8	0.3490254859454769
ENSG00000241684.5	4	2	0.029344473830870774
ENSG00000204934.10	2	2	0.07917192588811164
ENSG00000242808.7	39	3	0.02755427041761463
ENSG00000197989.13	12	9	0.19012265636964304
ENSG00000239213.5	3	9	0.0375059796986222
ENSG00000239445.5	3	6	0.10375896528491205
ENSG00000267272.5	8	7	0.7963942702127407
ENSG00000244479.6	10	3	0.027309565765948337
ENSG00000241163.7	8	2	0.5940027420348157
ENSG00000241472.6	9	2	0.11435577812002318
ENSG00000242474.2	4	2	0.10626803542351748
ENSG00000242516.1	2	6	0.11318001008386146
ENSG00000239523.5	3	8	0.08248132128346461
ENSG00000243926.1	3	9	0.09421513629758005
ENSG00000242428.5	4	2	0.007043773849887094
ENSG00000240137.5	3	8	0.06934568901339186
ENSG00000244300.2	3	7	0.07181242704244264
ENSG00000227733.9	17	7	0.37555424804122484
ENSG00000241316.6	3	7	0.21911808321797518
ENSG00000240207.6	6	5	0.12365641597704956
ENSG00000241860.6	4	9	0.0648049225104681
ENSG00000271554.1	2	2	0.02092897629798103
ENSG00000243836.5	3	2	0.014541797979458202
ENSG00000243701.5	4	7	0.19919548982896082
ENSG00000239922.1	2	4	0.10665481374859709
ENSG00000242242.5	4	2	0.09091537435327904
ENSG00000240005.5	3	9	0.27770573622909234
ENSG00000282057.1	5	4	0.2522915790821353
ENSG00000243069.7	9	5	0.05567737499135318
ENSG00000241135.5	3	5	0.01600833892855947
ENSG00000239332.5	3	4	0.042319339224930294
ENSG00000206573.8	18	9	0.2097000175154414
ENSG00000242686.4	3	3	0.03917082648422561
ENSG00000241288.7	18	8	0.5379012265813718
ENSG00000242622.1	3	2	0.08633649206439767
ENSG00000243083.5	3	2	0.39498669842258916
ENSG00000272030.1	2	2	0.00537953545867002
ENSG00000196668.3	4	4	0.03544441754793958
ENSG00000244128.5	4	2	0.026873688266309502
ENSG00000241158.5	12	2	0.23093331534749112
ENSG00000240859.1	3	7	0.012858987511423073
ENSG00000256124.5	3	3	0.05467333657624086
ENSG00000240875.5	3	7	0.04560246801387591
ENSG00000242759.6	7	8	0.20944515941019953
ENSG00000269609.5	7	9	0.15587223873053815
ENSG00000257524.5	2	3	0.003132066138643766
ENSG00000251396.6	7	2	0.05527020221317648
ENSG00000241570.8	13	6	0.17431491644579172
ENSG00000239677.6	4	2	0.01932196374432883
ENSG00000240990.9	5	2	0.017301790993661303
ENSG00000276850.4	4	3	0.13477622038648512
ENSG00000244513.6	7	4	0.3020001315758348
ENSG00000239381.6	2	2	0.016870449984982022
ENSG00000270164.1	4	3	0.04437924924889168
ENSG00000284048.1	3	9	0.028284119263450085
ENSG00000242593.5	2	3	0.025960293414380737
ENSG00000261606.5	2	2	0.03057501300017433
ENSG00000238755.3	3	2	0.02092573607222016
ENSG00000243193.4	4	2	0.1501618379262162
ENSG00000247828.7	13	9	0.19643465158989137
ENSG00000246273.6	5	9	0.09230827503153151
ENSG00000248049.6	5	9	0.1698889591540276
ENSG00000245750.7	6	3	0.22836604210380435
ENSG00000245248.7	5	8	0.11736167145453161
ENSG00000246223.8	6	6	0.24115100845921913
ENSG00000245573.7	8	4	0.10877949352188815
ENSG00000245293.2	2	7	0.051899165721526475
ENSG00000246985.7	3	7	0.06728328970428687
ENSG00000245498.6	2	4	0.15077952602991282
ENSG00000246090.6	6	6	0.16245077057255153
ENSG00000245146.6	7	6	0.4163806326784629
ENSG00000247240.7	3	8	0.029735949632907203
ENSG00000245468.3	3	9	0.1826018886954072
ENSG00000247157.6	3	7	0.05189917317210707
ENSG00000247193.2	2	3	0.01835370028983431
ENSG00000245213.6	3	3	0.4553716059026843
ENSG00000244879.6	5	9	0.04543816947272336
ENSG00000245937.7	11	9	0.10843797507830559
ENSG00000247950.6	4	7	0.14751873679802763
ENSG00000245149.3	3	8	0.22327056976519413
ENSG00000246430.6	7	2	0.025212596102936906
ENSG00000247708.7	7	7	0.1807479926388274
ENSG00000247796.2	3	7	0.028383351313785977
ENSG00000247400.3	2	9	0.01294061710664516
ENSG00000246523.7	2	5	0.1363050657896009
ENSG00000247081.7	9	4	0.7373963685410537
ENSG00000245281.6	5	8	0.47571302880640215
ENSG00000246982.6	2	3	0.06823359434098646
ENSG00000245812.2	3	3	0.05868118614462923
ENSG00000246263.2	2	9	0.03586482460726939
ENSG00000246731.2	3	5	0.08001499288559348
ENSG00000245904.3	3	8	0.2121127927231166
ENSG00000245532.7	5	9	0.0045497788373962235
ENSG00000246100.3	6	5	0.07035174830523235
ENSG00000245888.6	4	4	0.46108189307364483
ENSG00000245849.6	3	9	0.016903564539675217
ENSG00000247287.2	2	6	0.16919483948206493
ENSG00000246695.7	9	9	0.07288484080401685
ENSG00000246174.7	6	9	0.20733131257864482
ENSG00000246089.3	3	9	0.14729679621103517
ENSG00000247572.7	7	8	0.3653959526443178
ENSG00000246889.2	3	9	0.11538009786284517
ENSG00000246022.2	2	6	0.017674897488876323
ENSG00000247774.6	11	8	0.12617166523840745
ENSG00000247092.6	4	9	0.28492487977980474
ENSG00000247095.2	4	9	0.11550374935129258
ENSG00000245614.3	3	6	0.10910373938854422
ENSG00000247416.2	2	4	0.004591448574876301
ENSG00000247137.8	9	9	0.3125403583136379
ENSG00000245598.6	3	2	0.09891754452204074
ENSG00000244968.6	3	8	0.049802579281011984
ENSG00000248019.2	2	6	0.049738436701892486
ENSG00000247134.6	2	9	0.03855591666277576
ENSG00000246582.2	3	2	0.023428688118897006
ENSG00000247556.6	10	9	0.07023683408959247
ENSG00000246067.7	8	9	0.13273931313796736
ENSG00000247271.6	3	9	0.06150065971571636
ENSG00000246528.3	4	4	0.20485269412631613
ENSG00000248079.2	3	6	0.024747483334109317
ENSG00000245694.9	12	7	0.6816475083933334
ENSG00000246339.5	3	4	0.0630189134175759
ENSG00000246379.6	3	6	0.04010618297911058
ENSG00000245275.7	4	3	0.2608145657697476
ENSG00000247121.6	4	7	0.03377681121606323
ENSG00000245552.6	8	5	0.33291153026692666
ENSG00000214432.9	3	4	0.06601849050834321
ENSG00000246662.6	2	2	0.06166744004938937
ENSG00000245017.2	2	5	0.14768449625261432
ENSG00000247982.6	3	5	0.11271178132216578
ENSG00000245571.6	4	6	0.09144382810409678
ENSG00000245685.6	4	3	0.1706770357603376
ENSG00000245060.6	5	9	0.07778009840216324
ENSG00000247516.6	3	9	0.04754378286493283
ENSG00000247675.6	2	4	0.08800565046287451
ENSG00000245025.2	2	2	0.00025065648911222656
ENSG00000247809.7	14	7	0.468282333540532
ENSG00000247317.3	5	6	0.31094753147986454
ENSG00000250320.5	5	4	0.27552464858987014
ENSG00000245526.10	14	3	0.21863692392082235
ENSG00000237125.8	29	5	0.3433055282591172
ENSG00000178722.12	5	2	0.1664461030773947
ENSG00000250365.6	3	2	0.1388140190027692
ENSG00000250802.6	15	6	0.37134455499395136
ENSG00000249267.6	3	4	0.062301212895090774
ENSG00000251372.5	4	2	0.0024324409469453096
ENSG00000249328.2	2	3	0.3244311978402181
ENSG00000248714.6	3	2	0.0633906601568398
ENSG00000248161.5	4	9	0.1903922662804558
ENSG00000248890.1	2	6	0.0051209159560100595
ENSG00000250938.5	4	6	0.208631456720142
ENSG00000249364.5	6	3	0.08041315087817855
ENSG00000237187.8	12	6	0.1285380029423376
ENSG00000248174.5	2	3	0.2220807537919622
ENSG00000251141.5	8	8	0.5010108239826445
ENSG00000249592.5	4	8	0.09880909553828283
ENSG00000251442.5	6	6	0.1393249420075648
ENSG00000248587.7	5	3	0.29259682336576315
ENSG00000250999.1	3	5	0.020383136066348728
ENSG00000250041.2	2	2	0.13098757746084355
ENSG00000248092.7	5	9	0.07712276529412648
ENSG00000250007.6	2	2	0.0
ENSG00000250328.5	5	2	0.03518360377890676
ENSG00000250132.6	4	9	0.21446850021684172
ENSG00000248429.5	5	3	0.029028668032048427
ENSG00000251022.6	11	9	0.05473075442312389
ENSG00000249673.6	6	8	0.321440577047297
ENSG00000249509.1	2	2	0.0037644365902734893
ENSG00000251136.8	8	8	0.2789423449526552
ENSG00000251364.6	10	3	0.3934982474755585
ENSG00000248508.6	3	9	0.16406730152828525
ENSG00000249042.5	2	8	0.14851926109318125
ENSG00000251602.6	2	9	0.044531333297696964
ENSG00000249306.5	6	4	0.2922642496590364
ENSG00000249816.6	6	2	0.1685754473507201
ENSG00000249859.9	17	6	0.334821757749587
ENSG00000249846.6	2	4	0.03416263817099568
ENSG00000248858.7	3	2	0.014435073408176194
ENSG00000152931.7	3	2	0.38113991450987206
ENSG00000250073.2	2	4	0.10983861565120652
ENSG00000251432.6	5	4	0.20245106768772697
ENSG00000248360.7	4	9	0.005222283043169548
ENSG00000251165.5	3	4	0.5487949406953986
ENSG00000251450.1	2	2	0.009151072891802638
ENSG00000249669.9	9	9	0.15870386766800115
ENSG00000250241.5	3	3	0.01538596837426571
ENSG00000196810.4	5	9	0.1405345434338909
ENSG00000250056.5	2	4	0.07103692613522852
ENSG00000250451.5	2	2	0.026463742117369474
ENSG00000249203.1	2	2	0.020484203110309615
ENSG00000250208.6	4	3	0.1201447059543395
ENSG00000248455.5	3	2	0.0025392782247212337
ENSG00000249487.6	3	2	0.13480141868254925
ENSG00000249740.2	4	5	0.35806909861940955
ENSG00000249173.5	3	2	0.02782488768722225
ENSG00000249249.1	3	8	0.09857481698588436
ENSG00000248810.1	3	4	0.04763300406657298
ENSG00000250198.1	3	2	0.02250471374742314
ENSG00000250891.1	2	2	0.01787381776357111
ENSG00000250846.6	3	2	3.249488046591555e-05
ENSG00000250326.1	2	2	0.02849546644285337
ENSG00000281501.1	2	9	0.25184550932687166
ENSG00000250012.1	2	7	0.035623377479996735
ENSG00000251661.3	3	9	0.06377924637693508
ENSG00000249464.5	4	5	0.10820027024500765
ENSG00000250786.1	2	9	0.0778887903397367
ENSG00000250159.6	2	8	0.25515152250754547
ENSG00000248668.2	2	2	0.034318999634213976
ENSG00000250978.5	2	2	3.302575443053793e-08
ENSG00000248309.7	14	7	0.3063512187273907
ENSG00000250742.2	2	7	0.034162641896285977
ENSG00000248441.6	5	8	0.1536608463007117
ENSG00000250548.6	2	2	0.0771815493754179
ENSG00000251562.7	15	9	0.0003283987721392614
ENSG00000250222.1	2	9	0.08646059971315974
ENSG00000248671.7	2	4	0.11683108246460827
ENSG00000248636.6	3	6	0.14855610928041768
ENSG00000251151.2	4	2	0.024514917829011405
ENSG00000249532.5	2	6	0.02422846488170928
ENSG00000251257.2	2	4	0.013475571068913408
ENSG00000251230.5	2	2	0.0006100912982567397
ENSG00000250934.1	2	7	0.1912485588211385
ENSG00000251637.6	3	8	0.7620059793881431
ENSG00000248994.1	2	5	0.03275994378046971
ENSG00000248738.6	2	2	0.0
ENSG00000248323.5	3	5	0.028431191716784848
ENSG00000248801.6	2	3	0.008671457686994993
ENSG00000196951.10	3	9	0.189400321638875
ENSG00000251580.1	2	9	0.023267360829415704
ENSG00000251002.7	4	2	0.7500579280217728
ENSG00000249738.8	4	6	0.8519772032460148
ENSG00000249898.7	4	3	0.14722796102611002
ENSG00000253320.5	15	9	0.3367369556246208
ENSG00000253716.5	6	9	0.13983126481534833
ENSG00000253773.2	2	3	0.3334060553981051
ENSG00000254109.5	3	5	0.09482950493508178
ENSG00000253552.7	7	3	0.17225695386455728
ENSG00000253230.8	5	3	0.02603149124361983
ENSG00000253764.1	2	2	0.004998695044726165
ENSG00000253549.5	3	6	0.11447674680954932
ENSG00000253686.1	3	2	0.09260785138015205
ENSG00000253426.5	3	4	0.01856465338103016
ENSG00000167912.5	3	6	0.1689152657455295
ENSG00000253210.1	2	4	0.03452008425029694
ENSG00000253982.1	3	9	0.17760550923954846
ENSG00000253661.1	5	4	0.10357858314150153
ENSG00000273345.5	2	8	0.25741567717138136
ENSG00000254235.5	3	2	0.6045139075676368
ENSG00000253123.3	2	2	0.02926342338272211
ENSG00000204758.7	3	4	0.04338444224355996
ENSG00000253352.8	8	9	0.026461438984718425
ENSG00000253214.1	2	3	0.03007117975523188
ENSG00000253633.1	2	2	0.0007310213202667178
ENSG00000253187.2	3	2	0.07387093213226134
ENSG00000253807.5	2	5	0.07142362542034325
ENSG00000253161.5	3	2	0.049010903054099164
ENSG00000253671.1	2	3	0.01930360942256913
ENSG00000254211.5	4	5	0.029001907406900024
ENSG00000245910.8	5	9	0.12448484254707315
ENSG00000253389.2	3	4	0.07646696124766347
ENSG00000254343.2	2	7	0.02946423472412075
ENSG00000253559.1	3	4	0.08967296358398456
ENSG00000254377.5	4	3	0.06250140400483423
ENSG00000253177.1	2	3	0.04374041388368241
ENSG00000254231.1	2	2	0.0701046028845467
ENSG00000254615.2	2	7	0.06523527452032005
ENSG00000253642.5	3	2	0.08035214997008226
ENSG00000253738.1	2	9	0.15780461915189825
ENSG00000253842.1	2	2	0.005477464726186505
ENSG00000254363.6	2	2	0.004919381333531916
ENSG00000253877.5	2	3	0.008737436971889424
ENSG00000255248.7	23	9	0.5196120264231222
ENSG00000254427.1	3	7	0.29123885585767234
ENSG00000255328.1	3	6	0.090928310338392
ENSG00000255062.1	2	9	0.16902280355500926
ENSG00000255026.1	2	2	0.0
ENSG00000254560.5	3	2	0.13328483571931055
ENSG00000196696.12	5	9	0.06441130204823041
ENSG00000254860.5	3	6	0.017262162847656415
ENSG00000177112.7	3	6	0.2664723550823641
ENSG00000254489.1	2	2	0.0005962186358960762
ENSG00000255284.1	3	9	0.23957417937030157
ENSG00000255435.6	4	5	0.10072926166644885
ENSG00000254510.1	3	2	0.049910315288513016
ENSG00000255121.2	2	2	0.04292066517882693
ENSG00000255129.5	3	3	0.04952615717935205
ENSG00000254614.2	2	7	0.06735992761001325
ENSG00000230724.9	3	2	0.10520103195109484
ENSG00000255458.5	4	8	0.08942859019589847
ENSG00000255031.5	3	4	0.05127532723961456
ENSG00000255182.2	4	3	0.2701935446969992
ENSG00000255517.6	4	9	0.07745260997815798
ENSG00000254815.5	3	3	0.02864698473857172
ENSG00000255197.5	3	3	0.15575706233611497
ENSG00000254531.1	2	9	0.0055437308830322395
ENSG00000204241.7	7	4	0.1381056511978019
ENSG00000254635.5	2	9	0.018979564147466085
ENSG00000254602.1	2	4	0.0
ENSG00000255545.7	4	2	0.11874443622108481
ENSG00000255399.3	4	4	0.042074992904349136
ENSG00000260669.2	2	9	0.06168660651399431
ENSG00000283341.1	3	7	0.04835637732930212
ENSG00000215374.5	2	2	0.003450337788433469
ENSG00000254990.5	2	2	4.142960062693312e-05
ENSG00000255234.5	2	3	0.0
ENSG00000255135.3	2	9	0.034210140619537505
ENSG00000255139.1	2	4	0.03930488533838343
ENSG00000255198.4	2	9	0.05670283465985702
ENSG00000255468.6	3	7	0.5312556852142788
ENSG00000175773.12	4	4	0.05850788019614281
ENSG00000258604.1	2	5	0.21734878752253523
ENSG00000255363.2	2	2	0.015319667257315978
ENSG00000225138.7	6	7	0.058348801412613574
ENSG00000256116.1	2	3	0.0
ENSG00000256001.1	2	3	0.08419566513846927
ENSG00000255693.1	2	3	0.024970366299446666
ENSG00000255717.6	22	9	0.07398265546081081
ENSG00000255857.5	6	9	0.0823019994601635
ENSG00000255650.5	3	2	0.004771387627827773
ENSG00000255571.8	8	4	0.09966743080572202
ENSG00000256802.2	2	5	0.02422846301906413
ENSG00000256540.1	2	5	0.09765185250666591
ENSG00000256967.1	2	4	0.03943108679475717
ENSG00000256654.3	12	3	0.1117124803750104
ENSG00000256940.1	2	9	0.2375909043776392
ENSG00000256508.2	3	4	0.028588264179412713
ENSG00000256422.5	2	3	0.017275500717648246
ENSG00000256008.2	2	3	0.02529603203276218
ENSG00000256092.2	2	9	0.2063675157216396
ENSG00000250988.7	5	9	0.11396166415207541
ENSG00000255772.5	2	3	0.047609938847038985
ENSG00000257337.6	7	9	0.16152151105127288
ENSG00000257698.1	4	9	0.02287178333548457
ENSG00000257556.1	3	4	0.07164793347263118
ENSG00000257242.7	10	3	0.6104758378023136
ENSG00000257135.5	2	2	0.008054496837778993
ENSG00000258017.1	5	3	0.23990161774618196
ENSG00000257913.2	4	4	0.15790402262842682
ENSG00000258325.2	3	8	0.17276010221301671
ENSG00000257433.5	5	8	0.28639822000767723
ENSG00000235884.3	3	3	0.04308189783552972
ENSG00000257285.5	2	2	0.015086984847206782
ENSG00000272368.2	2	9	0.03178241874745605
ENSG00000258168.5	3	6	0.008133208899208325
ENSG00000258297.1	2	9	0.0
ENSG00000257595.2	2	2	0.1836567308771616
ENSG00000258057.5	3	7	0.11818808974648917
ENSG00000257252.5	3	3	0.05740851413987186
ENSG00000257702.3	2	6	0.046744705341289494
ENSG00000257599.1	3	2	0.09406105659366178
ENSG00000257815.5	4	9	0.05222585392363588
ENSG00000257894.2	3	5	0.02563460760104828
ENSG00000257303.1	2	9	0.003413250567331027
ENSG00000257219.5	2	4	0.032488966235500405
ENSG00000257259.1	2	4	0.019339542050303915
ENSG00000257261.5	3	9	0.19971163460236957
ENSG00000257621.7	14	9	0.1182377661635665
ENSG00000257176.2	2	3	0.0619000575653763
ENSG00000258702.1	2	2	6.610296301383487e-07
ENSG00000259065.1	2	8	0.10153113692662563
ENSG00000258867.5	8	2	0.17397770111353983
ENSG00000258498.8	11	6	0.41344000553664445
ENSG00000258733.5	2	3	0.09205873017688768
ENSG00000258959.1	3	4	0.030117215712241432
ENSG00000258458.5	4	2	0.21394881307725447
ENSG00000272888.5	9	9	0.2242998468518798
ENSG00000258545.5	3	7	0.036215049447401684
ENSG00000157306.14	5	7	0.25293963974727085
ENSG00000259153.1	2	7	0.24469415298443753
ENSG00000258301.3	2	5	0.02029444698619308
ENSG00000258476.5	2	2	0.004534319051912639
ENSG00000258584.1	3	4	0.06253882437243395
ENSG00000259146.3	2	6	0.010735828700426223
ENSG00000258603.3	2	8	0.11962787717627922
ENSG00000258561.1	3	4	0.02368298572521911
ENSG00000258441.1	2	8	0.008383850660627029
ENSG00000258752.1	2	2	0.06347515024374864
ENSG00000258819.1	3	4	0.06011183074647941
ENSG00000258754.7	4	2	0.07421654552726452
ENSG00000259118.5	2	3	0.0
ENSG00000258580.1	2	2	0.002135305193260998
ENSG00000258910.2	2	2	0.16468786215364295
ENSG00000259234.5	5	2	0.1698480854111159
ENSG00000259448.2	2	8	0.028677672481214347
ENSG00000232386.9	4	6	0.05918466129649796
ENSG00000259370.2	3	7	0.006478603273884487
ENSG00000259347.6	4	3	0.08385244815642673
ENSG00000259772.6	5	2	0.34292250527444357
ENSG00000259363.5	4	4	0.3737564816912456
ENSG00000259345.5	6	7	0.8622655183792534
ENSG00000259319.1	2	6	0.002428855965782633
ENSG00000225766.9	3	4	0.14528253402611685
ENSG00000189419.6	2	6	0.2659250337476944
ENSG00000259291.2	2	8	0.004478727324321759
ENSG00000259251.2	2	3	0.01068114550822085
ENSG00000259275.2	2	2	0.0005796038940184354
ENSG00000259248.5	9	6	0.5275723349924708
ENSG00000259456.3	2	7	0.0025045196615268712
ENSG00000259520.5	3	8	0.13404676257820528
ENSG00000259495.2	2	5	0.3729586783357788
ENSG00000259343.5	4	4	0.11564582704558185
ENSG00000259673.5	3	9	0.04981659306797021
ENSG00000259446.5	2	4	0.3949070453169788
ENSG00000176753.5	2	3	0.014435074339498769
ENSG00000259577.1	2	4	0.00581467185257936
ENSG00000259583.2	3	4	0.23159829449952118
ENSG00000234377.7	7	2	0.08744004295227797
ENSG00000259380.5	2	9	0.013260155277393772
ENSG00000261824.6	8	9	0.2526391221324977
ENSG00000260442.5	2	7	0.08391984560878087
ENSG00000259964.6	5	2	0.16888145322849338
ENSG00000260653.5	2	2	0.00024132302341516032
ENSG00000261008.6	6	4	0.8714002148126758
ENSG00000261296.1	2	4	0.021153104632649807
ENSG00000261227.2	2	2	0.04032534594567824
ENSG00000213599.10	5	6	0.08790061243616998
ENSG00000260186.5	3	4	0.10077240340345407
ENSG00000259972.2	5	8	0.08747247689275416
ENSG00000261094.2	2	5	0.1076369610843218
ENSG00000261064.1	2	9	0.01655847237353739
ENSG00000260469.2	2	3	0.021153108357940105
ENSG00000261801.5	12	5	0.18306408196594387
ENSG00000261126.7	4	9	0.11684278777675755
ENSG00000260750.5	3	2	0.008623772524779364
ENSG00000260807.6	8	3	0.09513912420992612
ENSG00000261487.1	2	6	0.034162629211641336
ENSG00000260565.6	8	9	0.18040061259612278
ENSG00000260778.5	3	9	0.05374700184327234
ENSG00000260136.5	3	9	0.24683715647114254
ENSG00000260517.2	3	4	0.835934048663812
ENSG00000273036.2	2	4	0.23446975090406894
ENSG00000261253.2	2	4	0.06968769883324108
ENSG00000261329.5	4	3	0.060291997069817575
ENSG00000261360.1	3	4	0.07589362042236425
ENSG00000260448.5	4	8	0.20807769499588696
ENSG00000261183.5	5	2	0.12078590810769688
ENSG00000259953.1	3	4	0.02790605571457893
ENSG00000260630.6	6	9	0.26159472898191205
ENSG00000260528.4	4	7	0.09780859309813054
ENSG00000260793.2	2	7	0.040315795989716824
ENSG00000260898.5	2	3	0.2384567398468881
ENSG00000259925.1	2	3	0.2172320228992424
ENSG00000261553.5	2	9	0.0
ENSG00000238045.9	5	9	0.277770592314209
ENSG00000260658.5	3	2	0.0168704492499955
ENSG00000260788.5	3	3	0.021848678992168434
ENSG00000260086.2	3	2	0.057096381550513636
ENSG00000261664.5	2	4	0.12248253529672734
ENSG00000261195.1	3	4	0.17344507187296831
ENSG00000260664.2	2	3	0.0252835189339844
ENSG00000261840.2	2	7	0.06760079467485108
ENSG00000260083.1	3	9	0.04177559160051385
ENSG00000261804.1	2	5	0.07623747250327209
ENSG00000261118.1	2	4	0.025730813922621245
ENSG00000261407.1	2	4	0.0168704455247052
ENSG00000260923.6	5	9	0.2462566002059313
ENSG00000261604.1	2	3	0.0
ENSG00000261520.5	3	2	0.022448138134077485
ENSG00000261188.1	2	8	0.04297387201134481
ENSG00000261386.2	2	5	0.5583007131312645
ENSG00000260276.2	2	3	0.005786713626440426
ENSG00000261713.6	4	2	0.026022147118429807
ENSG00000261040.6	8	3	0.1190312362292003
ENSG00000261505.1	2	6	0.05556724642744808
ENSG00000260853.1	2	5	0.0
ENSG00000261105.5	2	2	0.02090612322584305
ENSG00000260372.6	6	4	0.21957068594231555
ENSG00000259868.2	2	3	0.0
ENSG00000260492.2	2	4	0.021153102770004657
ENSG00000262223.6	4	3	0.10179772606249543
ENSG00000262580.5	4	9	0.060785019502987606
ENSG00000262879.5	10	9	0.27370009829785047
ENSG00000262061.5	4	7	0.18262716811121335
ENSG00000263072.6	11	9	0.2010510249100937
ENSG00000262454.2	4	8	0.13007545052847058
ENSG00000261971.6	9	9	0.24114921674070985
ENSG00000261978.1	2	2	0.011112477863214534
ENSG00000262370.5	3	5	0.6296432590915374
ENSG00000261879.5	3	9	0.08753093001066867
ENSG00000262877.4	2	4	0.0010784242735635292
ENSG00000262468.5	3	9	0.00592091360684026
ENSG00000263146.2	4	2	0.0001281832469170516
ENSG00000262873.1	2	3	0.009505266127059642
ENSG00000262188.1	2	2	0.02695329971085366
ENSG00000262001.1	2	6	0.28633332905521847
ENSG00000226137.5	2	8	0.014207186454706547
ENSG00000263069.5	2	2	0.0597935278046683
ENSG00000262312.2	2	2	0.07502250470665485
ENSG00000262097.1	2	5	0.1278142938912371
ENSG00000263004.1	2	9	0.08212436145829995
ENSG00000262728.5	3	5	0.08173286654496464
ENSG00000264112.1	3	9	0.11594065527784084
ENSG00000264920.1	3	9	0.03378063751142045
ENSG00000263753.6	6	9	0.07917265129943044
ENSG00000265096.1	2	2	0.010995078248194415
