gene_id	switch_sig	q_rank_cpm	de_rank_tpm	de_rank_cpm	de_deseq2	de_edger
ENSG00000226091.7	True	0.0005078157050987372	True	True	True	True
ENSG00000259974.2	False	0.0019459275509913373	True	True	True	True
ENSG00000224843.6	True	0.2710534870344069	False	False	True	True
ENSG00000227110.6	False	0.29628282348125295	True	False	True	True
ENSG00000229267.2	False	0.0035640099725188384	True	True	True	True
ENSG00000236671.7	True	0.00520244348180978	False	True	True	True
ENSG00000235033.7	False	0.05630567245982337	False	False	True	True
ENSG00000236255.1	True	0.08573361106602007	True	False	True	True
ENSG00000228106.5	True	2.173772179598056e-06	True	True	True	True
ENSG00000232656.7	False	0.009067347394888185	True	True	True	True
ENSG00000226434.1	False	0.7956520636054821	False	False	True	True
ENSG00000233483.2	True	0.0006337390766525786	True	True	True	True
ENSG00000227946.1	False	3.4930603633494534e-05	True	True	True	True
ENSG00000228857.2	False	0.04156646453650493	False	True	True	True
ENSG00000226007.2	True	0.08131107336838128	False	False	True	True
ENSG00000231889.7	True	9.371767603938113e-05	True	True	True	True
ENSG00000214870.8	False	0.00011482578790781758	True	True	True	True
ENSG00000229388.1	False	4.445692646966482e-06	True	True	True	True
ENSG00000231683.6	False	0.0006588636771341104	True	True	True	True
ENSG00000224957.5	False	0.007266891644542357	True	True	True	True
ENSG00000223797.5	True	1.1550644791880216e-06	True	True	True	True
ENSG00000273018.5	True	0.00011917378898772148	True	True	True	True
ENSG00000230102.7	False	0.1229409384620751	False	False	True	True
ENSG00000245556.2	False	0.0009718955845255081	True	True	True	True
ENSG00000224397.5	True	4.083720850148653e-05	True	True	True	True
ENSG00000238057.8	False	0.5604623018730142	False	False	True	True
ENSG00000230333.6	False	0.008303401365234513	False	True	True	True
ENSG00000227906.7	False	0.1468275204850255	True	False	True	True
ENSG00000231768.1	False	0.27181351247745494	False	False	True	True
ENSG00000228340.5	False	0.05487529168541222	True	False	True	True
ENSG00000236673.5	False	0.0021519710762076447	True	True	True	True
ENSG00000229852.2	True	1.5578726865964078e-05	True	True	True	True
ENSG00000231028.8	False	0.8877504063033125	False	False	True	True
ENSG00000231711.2	False	1.6629496285580224e-05	True	True	True	True
ENSG00000229153.5	True	0.016619361710682522	False	True	True	True
ENSG00000228302.2	False	6.790887094079128e-05	True	True	True	True
ENSG00000230844.2	False	0.0029916479415513135	True	True	True	True
ENSG00000240240.8	False	0.027948551150516174	False	True	True	True
ENSG00000224165.5	True	0.0006808686261837428	True	True	True	True
ENSG00000283913.1	False	0.05196650866063021	False	False	True	True
ENSG00000228624.7	True	0.000697123722497266	True	True	True	True
ENSG00000224167.1	False	0.6901934820243737	False	False	True	True
ENSG00000237686.6	False	0.002786278421067865	True	True	True	True
ENSG00000236922.9	False	0.8866108738061682	False	False	True	True
ENSG00000214783.9	False	0.00024840189217230005	True	True	True	True
ENSG00000232940.5	False	0.0010887652857737283	True	True	True	True
ENSG00000234810.2	True	0.00016981055588040356	True	True	True	True
ENSG00000230442.5	False	0.0021678508556420444	True	True	True	True
ENSG00000228315.11	True	0.0004400292610401587	True	True	True	True
ENSG00000233723.7	False	0.013015070992737743	True	True	True	True
ENSG00000249790.2	False	0.12748630758445417	False	False	True	True
ENSG00000236120.6	False	0.3323409623661387	True	False	True	True
ENSG00000221817.9	False	6.300800465353152e-05	True	True	True	True
ENSG00000232104.3	False	0.006424311434068413	True	True	True	True
ENSG00000233901.5	True	0.002493917658110737	True	True	True	True
ENSG00000153363.12	True	5.429286843402436e-07	True	True	True	True
ENSG00000229931.1	False	0.33579578829906426	False	False	True	True
ENSG00000236088.9	True	0.006068093627838365	True	True	True	True
ENSG00000231252.2	False	0.41009802314280386	False	False	True	True
ENSG00000233098.8	False	0.17949528190747419	False	False	True	True
ENSG00000234452.5	False	0.00900480305863269	True	True	True	True
ENSG00000225439.2	True	0.00019072886534998027	True	True	True	True
ENSG00000237036.4	False	0.0034528845936819086	True	True	True	True
ENSG00000228801.5	False	4.764073349610466e-05	True	True	True	True
ENSG00000232079.6	False	0.002426703673755758	True	True	True	True
ENSG00000224259.6	True	0.00010667649344700386	True	True	True	True
ENSG00000256546.1	False	0.08674447849090139	True	False	True	True
ENSG00000233766.7	False	0.08762606084838373	True	False	True	True
ENSG00000233930.3	False	0.0013468882202854714	True	True	True	True
ENSG00000237054.9	False	0.5929081641088482	True	False	True	True
ENSG00000237352.3	True	0.001413545788586226	True	True	True	True
ENSG00000234177.5	False	0.21699109024146185	False	False	True	True
ENSG00000238113.6	True	0.0027860425310121547	True	True	True	True
ENSG00000232934.7	False	0.015551646462954377	True	True	True	True
ENSG00000233922.2	False	0.08434346455066566	True	False	True	True
ENSG00000237457.6	True	0.03118702723694538	True	True	True	True
ENSG00000185904.11	False	0.15988108605765827	True	False	True	True
ENSG00000225975.6	False	0.001413545788586226	True	True	True	True
ENSG00000233429.9	False	5.4238527173968554e-06	True	True	True	True
ENSG00000230269.6	False	0.08412713309335661	False	False	True	True
ENSG00000225062.1	True	0.0023381283306558413	True	True	True	True
ENSG00000205664.10	False	0.07603635624477875	False	False	True	True
ENSG00000237356.5	False	0.7950346894362348	False	False	True	True
ENSG00000231107.1	False	0.17949528190747419	True	False	True	True
ENSG00000240291.1	True	0.0004234641234121528	True	True	True	True
ENSG00000235016.1	False	0.4447341799217586	False	False	True	True
